병원명,종류,전화번호,주소,홈페이지
"<selenium.webdriver.remote.webelement.WebElement (session=""3e684c74d70f0d38b0018ee124a8034b"", element=""f.4108C3FF1A784BEA66C3394B291E3E7E.d.16C0BF6396B0C1080FE3F989BFAE1531.e.265"")>",상급종합,042-600-9999,"(35365) 대전광역시 서구 관저동로 158, (관저동) 길찾기",http://www.kyuh.ac.kr/
